12:13:25  |  Core  |  Info  |  * Initialise: RenderManager  |  ..\..\..\..\MyGUI_3.2.0_RC1\Platforms\Ogre\OgrePlatform\src\MyGUI_OgreRenderManager.cpp  |  35
12:13:30  |  Core  |  Info  |  Register value : 'Bottom' = 16  |  f:\c++\mygui_3.2.0_rc1\myguiengine\include\MyGUI_Align.h  |  245
12:13:30  |  Core  |  Info  |  Register value : 'VStretch' = 24  |  f:\c++\mygui_3.2.0_rc1\myguiengine\include\MyGUI_Align.h  |  246
12:13:30  |  Core  |  Info  |  Register value : 'Stretch' = 30  |  f:\c++\mygui_3.2.0_rc1\myguiengine\include\MyGUI_Align.h  |  247
12:13:30  |  Core  |  Info  |  Register value : 'Default' = 10  |  f:\c++\mygui_3.2.0_rc1\myguiengine\include\MyGUI_Align.h  |  248
12:13:30  |  Core  |  Info  |  Load ini file 'MyGUI_BlueWhiteTheme.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Load ini file 'MyGUI_BlueWhiteImages.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Load ini file 'MyGUI_BlueWhiteSkins.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Load ini file 'MyGUI_BlueWhiteTemplates.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Load ini file 'MyGUI_Pointers.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Load ini file 'MyGUI_Layers.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Load ini file 'MyGUI_Settings.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Load ini file 'TextCursor.xml'  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_ResourceManager.cpp  |  130
12:13:30  |  Core  |  Info  |  Gui successfully initialized  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_Gui.cpp  |  136
12:13:31  |  Core  |  Warning  |  Texture '3.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:13:57  |  Core  |  Warning  |  Texture '2.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:13:58  |  Core  |  Warning  |  Texture '5.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:13:59  |  Core  |  Warning  |  Texture '1.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:14:00  |  Core  |  Warning  |  Texture '4.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:14:01  |  Core  |  Warning  |  Texture '1.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:06  |  Core  |  Warning  |  Texture '2.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:07  |  Core  |  Warning  |  Texture '5.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:09  |  Core  |  Warning  |  Texture '1.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:10  |  Core  |  Warning  |  Texture '4.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:11  |  Core  |  Warning  |  Texture '1.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:12  |  Core  |  Warning  |  Texture 'LineBreak_a.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:12  |  Core  |  Warning  |  Texture 'PageBreak_a.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:15:59  |  Core  |  Warning  |  Texture '2.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:16:00  |  Core  |  Warning  |  Texture '5.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:16:01  |  Core  |  Warning  |  Texture '1.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:16:02  |  Core  |  Warning  |  Texture '4.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
12:16:03  |  Core  |  Warning  |  Texture '1.png' have non power of two size  |  ..\..\MyGUI_3.2.0_RC1\MyGUIEngine\src\MyGUI_TextureUtility.cpp  |  76
